Storage_Temperature_C,Storage_Time_Days,pH,Titratable_Acidity_pct,Microbial_Load_log_CFU_mL,Sensory_Score,Shelf_Life_Status
7.05,6.73,6.418,0.199,3.6,7.32,Acceptable
5.08,3.23,6.589,0.156,2.69,8.53,Acceptable
9.9,6.78,6.31,0.211,3.69,6.99,Acceptable
6.85,4.4,6.481,0.184,2.96,8.26,Acceptable
3.78,5.21,6.582,0.187,3.0,8.81,Acceptable
2.41,14.35,6.195,0.245,4.36,6.24,Spoiled
8.94,5.9,6.402,0.201,3.62,7.88,Acceptable
6.43,0.63,6.646,0.145,2.44,9.65,Acceptable
10.0,12.85,6.098,0.258,4.75,5.74,Spoiled
6.3,11.11,6.306,0.236,4.4,6.63,Spoiled
9.89,4.23,6.427,0.185,3.36,8.33,Acceptable
6.12,3.07,6.592,0.168,2.76,9.48,Acceptable
3.13,9.06,6.36,0.215,3.18,7.17,Acceptable
9.53,14.77,6.096,0.278,5.4,4.9,Spoiled
4.83,9.85,6.302,0.217,3.76,6.37,Acceptable
4.7,2.27,6.573,0.16,2.29,8.58,Acceptable
5.79,13.92,6.207,0.252,4.47,5.48,Spoiled
8.32,0.05,6.594,0.143,2.49,9.13,Acceptable
2.72,14.88,6.198,0.251,4.76,5.61,Spoiled
6.74,12.05,6.215,0.231,4.62,5.86,Spoiled
5.01,5.21,6.47,0.174,2.93,8.84,Acceptable
7.06,2.2,6.557,0.163,2.72,7.92,Acceptable
8.32,1.43,6.567,0.145,2.6,9.34,Acceptable
3.69,4.24,6.511,0.156,3.01,8.79,Acceptable
2.09,4.53,6.538,0.151,2.72,9.16,Acceptable
9.3,13.0,6.099,0.263,5.19,5.68,Spoiled
6.73,12.26,6.192,0.244,4.23,5.96,Spoiled
3.49,13.96,6.143,0.252,4.58,5.51,Spoiled
6.69,10.68,6.263,0.219,4.06,6.71,Acceptable
3.81,12.09,6.269,0.238,4.03,6.38,Spoiled
9.9,0.33,6.601,0.151,2.64,8.17,Acceptable
8.36,5.58,6.468,0.184,3.82,7.98,Acceptable
3.34,1.92,6.624,0.136,2.44,8.98,Acceptable
6.99,7.28,6.36,0.209,3.64,6.78,Acceptable
6.96,2.38,6.51,0.164,2.55,8.76,Acceptable
9.32,5.21,6.386,0.19,3.8,7.59,Acceptable
8.52,12.94,6.164,0.245,4.85,5.19,Spoiled
2.94,3.9,6.654,0.161,2.76,8.47,Acceptable
3.03,9.85,6.365,0.208,3.34,7.04,Acceptable
2.94,1.41,6.645,0.136,2.01,9.3,Acceptable
4.9,5.22,6.447,0.18,2.73,7.72,Acceptable
3.42,1.2,6.748,0.146,2.01,10.0,Acceptable
3.56,1.96,6.678,0.155,2.53,8.99,Acceptable
7.32,13.54,6.097,0.258,5.08,5.5,Spoiled
7.7,0.87,6.572,0.144,2.61,8.99,Acceptable
7.07,13.79,6.181,0.252,4.98,5.87,Spoiled
2.96,9.97,6.439,0.236,3.69,6.92,Spoiled
9.16,9.61,6.245,0.216,4.22,6.73,Spoiled
2.75,4.55,6.553,0.151,2.6,7.92,Acceptable
4.19,3.42,6.554,0.168,2.44,9.16,Acceptable
3.37,14.42,6.152,0.272,4.4,5.88,Spoiled
7.28,12.93,6.178,0.261,5.22,6.23,Spoiled
5.96,1.6,6.576,0.156,2.56,10.0,Acceptable
6.06,10.06,6.29,0.209,4.5,6.97,Acceptable
3.83,3.51,6.598,0.168,2.4,9.88,Acceptable
7.47,2.72,6.573,0.168,2.64,8.13,Acceptable
9.23,2.47,6.523,0.169,3.2,8.24,Acceptable
4.89,7.67,6.382,0.208,3.49,8.13,Acceptable
8.95,13.78,6.171,0.271,5.03,5.21,Spoiled
2.75,9.02,6.392,0.205,3.38,8.32,Acceptable
7.02,7.24,6.382,0.205,3.83,7.88,Acceptable
3.79,5.02,6.542,0.173,2.63,8.43,Acceptable
7.78,5.62,6.436,0.197,3.42,7.91,Acceptable
9.2,2.92,6.471,0.16,2.92,7.99,Acceptable
5.65,7.29,6.454,0.193,3.6,6.81,Acceptable
5.92,13.4,6.162,0.25,4.34,5.98,Spoiled
4.77,0.15,6.712,0.133,1.77,8.81,Acceptable
2.6,9.36,6.411,0.212,3.4,8.04,Acceptable
8.4,4.78,6.409,0.191,3.34,7.79,Acceptable
5.89,1.53,6.608,0.17,2.45,8.76,Acceptable
9.69,0.65,6.597,0.173,2.89,8.42,Acceptable
3.3,11.39,6.296,0.23,3.61,7.0,Spoiled
2.54,9.54,6.399,0.197,3.43,7.62,Acceptable
7.15,11.57,6.194,0.249,4.28,7.41,Spoiled
9.02,11.42,6.179,0.251,4.62,6.19,Spoiled
4.87,10.02,6.327,0.217,3.89,7.08,Acceptable
9.72,4.22,6.45,0.179,3.67,7.16,Acceptable
7.2,13.79,6.13,0.244,4.9,4.86,Spoiled
2.89,14.98,6.193,0.242,4.8,5.91,Spoiled
9.02,2.25,6.552,0.182,2.91,8.82,Acceptable
7.83,1.44,6.599,0.155,2.85,8.12,Acceptable
6.42,7.58,6.414,0.196,3.53,7.9,Acceptable
6.62,7.91,6.374,0.221,4.07,6.77,Spoiled
8.5,11.83,6.204,0.258,4.61,5.88,Spoiled
9.45,11.0,6.207,0.233,4.71,5.64,Spoiled
8.4,3.03,6.494,0.188,3.49,8.2,Acceptable
7.53,1.21,6.609,0.148,2.87,8.95,Acceptable
5.46,3.65,6.507,0.168,2.73,8.19,Acceptable
2.64,3.71,6.582,0.158,2.67,8.71,Acceptable
3.21,11.75,6.349,0.225,3.76,6.83,Spoiled
5.79,6.48,6.432,0.194,3.03,7.63,Acceptable
4.97,3.77,6.562,0.163,3.02,9.39,Acceptable
3.78,11.98,6.284,0.231,4.0,6.47,Spoiled
5.79,11.89,6.211,0.232,4.52,6.83,Spoiled
4.17,3.55,6.626,0.163,2.56,9.22,Acceptable
4.15,2.21,6.621,0.146,2.55,8.55,Acceptable
8.94,13.38,6.146,0.271,4.81,5.13,Spoiled
4.19,0.26,6.683,0.132,2.21,9.59,Acceptable
7.15,10.39,6.328,0.231,4.23,6.46,Spoiled
9.11,11.83,6.191,0.263,4.75,6.46,Spoiled
8.75,14.6,6.107,0.27,5.27,5.55,Spoiled
7.62,3.82,6.486,0.171,2.96,8.19,Acceptable
4.44,2.72,6.589,0.137,2.81,8.15,Acceptable
6.85,5.29,6.419,0.182,3.33,7.9,Acceptable
6.63,3.61,6.577,0.167,2.94,8.84,Acceptable
3.85,10.71,6.338,0.209,4.02,6.6,Acceptable
2.41,11.86,6.293,0.231,4.07,6.51,Spoiled
5.51,1.18,6.563,0.142,2.45,9.26,Acceptable
9.18,7.54,6.299,0.221,4.31,6.71,Spoiled
3.12,5.82,6.535,0.182,3.04,8.67,Acceptable
2.09,9.64,6.394,0.199,3.04,7.71,Acceptable
9.86,12.56,6.141,0.269,4.99,5.09,Spoiled
3.21,11.61,6.267,0.226,4.2,6.67,Spoiled
5.51,2.87,6.54,0.162,2.25,8.38,Acceptable
3.61,4.46,6.559,0.162,2.49,8.19,Acceptable
9.6,14.95,6.107,0.286,5.17,5.01,Spoiled
9.36,14.33,6.076,0.266,5.17,4.7,Spoiled
2.49,6.6,6.508,0.187,3.18,7.87,Acceptable
7.07,5.0,6.5,0.18,2.87,7.94,Acceptable
4.63,8.9,6.393,0.192,3.66,7.15,Acceptable
7.11,11.31,6.175,0.232,4.57,5.75,Spoiled
5.81,8.15,6.464,0.204,3.66,7.27,Acceptable
2.97,11.9,6.269,0.237,4.12,6.05,Spoiled
3.12,10.64,6.36,0.23,3.95,6.39,Spoiled
5.78,10.76,6.235,0.222,4.14,5.88,Spoiled
6.02,8.9,6.339,0.215,3.79,7.13,Acceptable
9.03,5.4,6.488,0.196,3.65,8.48,Acceptable
7.33,8.17,6.313,0.218,3.82,5.64,Acceptable
4.68,12.44,6.29,0.249,4.39,5.77,Spoiled
9.8,0.86,6.544,0.153,2.67,8.21,Acceptable
9.76,10.77,6.172,0.238,4.65,6.77,Spoiled
8.87,9.24,6.297,0.229,4.17,6.42,Spoiled
6.63,9.89,6.366,0.224,3.94,6.41,Spoiled
4.59,3.9,6.574,0.157,2.96,8.74,Acceptable
9.15,11.21,6.289,0.238,4.58,5.59,Spoiled
7.89,6.25,6.396,0.187,3.66,6.95,Acceptable
3.5,9.97,6.353,0.219,3.9,6.83,Acceptable
8.0,13.7,6.163,0.251,4.73,4.88,Spoiled
7.83,6.71,6.35,0.207,3.64,7.94,Acceptable
3.64,5.19,6.552,0.17,2.99,7.88,Acceptable
7.67,6.06,6.416,0.199,3.33,8.5,Acceptable
7.57,7.32,6.302,0.217,3.67,7.09,Acceptable
2.33,9.85,6.397,0.21,3.27,7.47,Acceptable
8.45,3.39,6.573,0.171,3.24,8.21,Acceptable
4.52,11.53,6.292,0.235,4.29,6.3,Spoiled
2.21,6.17,6.506,0.192,2.78,8.51,Acceptable
9.4,13.9,6.185,0.256,5.51,4.69,Spoiled
4.74,3.56,6.599,0.163,2.84,7.95,Acceptable
6.21,7.48,6.424,0.198,3.36,8.08,Acceptable
4.49,9.03,6.365,0.193,3.43,5.44,Acceptable
9.07,11.23,6.211,0.252,4.41,5.79,Spoiled
5.05,8.4,6.403,0.201,3.68,7.22,Acceptable
4.34,5.27,6.515,0.167,2.77,7.52,Acceptable
2.21,11.33,6.341,0.223,4.02,6.9,Spoiled
8.88,4.12,6.48,0.181,3.37,7.32,Acceptable
5.93,5.58,6.434,0.188,3.25,7.91,Acceptable
8.09,8.42,6.309,0.206,3.87,7.41,Acceptable
9.13,7.77,6.287,0.208,4.25,6.95,Acceptable
7.97,10.43,6.286,0.237,4.49,6.18,Spoiled
4.14,2.11,6.625,0.154,2.55,9.33,Acceptable
5.91,11.55,6.197,0.226,4.25,5.99,Spoiled
9.9,13.25,6.071,0.26,5.32,5.32,Spoiled
3.73,4.11,6.584,0.158,2.63,8.24,Acceptable
6.49,1.56,6.625,0.134,2.47,9.29,Acceptable
4.0,12.7,6.271,0.239,3.89,4.89,Spoiled
4.37,6.08,6.459,0.196,2.91,8.5,Acceptable
4.31,6.91,6.493,0.189,3.28,7.7,Acceptable
9.34,8.66,6.291,0.208,4.11,6.17,Acceptable
5.92,5.4,6.455,0.187,2.93,7.79,Acceptable
7.65,2.85,6.519,0.171,2.99,8.1,Acceptable
5.71,4.65,6.49,0.159,3.14,8.27,Acceptable
9.58,2.94,6.487,0.155,3.39,7.26,Acceptable
5.67,0.41,6.686,0.126,2.08,9.29,Acceptable
3.08,0.63,6.667,0.124,2.17,9.03,Acceptable
2.51,10.62,6.308,0.206,3.58,7.42,Acceptable
4.25,7.45,6.492,0.198,3.66,6.78,Acceptable
6.96,8.18,6.404,0.218,3.65,7.54,Acceptable
3.22,8.58,6.401,0.205,3.27,7.21,Acceptable
9.46,13.6,6.087,0.27,5.04,5.7,Spoiled
6.26,7.91,6.393,0.211,3.77,7.03,Acceptable
8.53,12.59,6.237,0.253,4.73,5.33,Spoiled
7.91,2.45,6.553,0.157,3.28,7.84,Acceptable
3.23,9.16,6.423,0.211,3.46,6.3,Acceptable
8.43,14.91,6.072,0.277,5.27,4.74,Spoiled
5.7,11.92,6.189,0.233,4.5,5.78,Spoiled
2.72,13.33,6.304,0.221,3.72,6.77,Spoiled
3.8,3.86,6.603,0.16,2.86,8.82,Acceptable
6.31,10.96,6.267,0.243,4.28,6.71,Spoiled
4.27,2.13,6.638,0.155,2.35,9.08,Acceptable
5.58,13.35,6.171,0.237,4.48,5.51,Spoiled
2.55,10.89,6.349,0.202,3.41,6.07,Acceptable
4.88,5.64,6.503,0.178,3.2,7.59,Acceptable
3.02,3.6,6.545,0.16,2.7,7.75,Acceptable
4.18,5.84,6.545,0.178,2.95,8.03,Acceptable
4.67,9.12,6.323,0.214,3.65,7.2,Acceptable
3.24,1.85,6.591,0.162,2.24,8.88,Acceptable
4.49,12.09,6.236,0.246,4.28,5.95,Spoiled
5.18,10.68,6.288,0.221,3.84,6.28,Spoiled
7.56,3.05,6.521,0.171,2.95,8.11,Acceptable
7.73,4.59,6.442,0.186,2.99,7.3,Acceptable
5.18,9.78,6.324,0.224,3.94,6.48,Spoiled
8.91,13.07,6.104,0.261,4.74,6.01,Spoiled
3.25,5.7,6.556,0.173,2.83,8.17,Acceptable
7.86,14.34,6.131,0.269,5.19,5.47,Spoiled
9.49,13.62,6.144,0.261,5.04,4.96,Spoiled
6.15,7.32,6.405,0.189,3.59,6.92,Acceptable
9.97,4.33,6.484,0.194,3.49,7.72,Acceptable
7.38,4.45,6.492,0.169,3.38,8.32,Acceptable
4.97,10.62,6.279,0.222,4.05,6.17,Spoiled
8.98,8.6,6.324,0.227,3.88,6.79,Spoiled
7.44,9.05,6.37,0.223,4.34,6.77,Spoiled
4.9,5.54,6.521,0.173,3.34,8.23,Acceptable
2.25,5.58,6.531,0.184,2.65,8.75,Acceptable
7.81,5.25,6.425,0.198,3.23,7.52,Acceptable
7.07,13.35,6.157,0.274,5.0,4.18,Spoiled
9.7,0.31,6.553,0.141,2.44,8.17,Acceptable
4.23,10.63,6.336,0.224,4.26,6.88,Spoiled
8.9,13.19,6.153,0.255,4.61,4.59,Spoiled
9.76,14.27,6.072,0.27,5.02,5.42,Spoiled
6.25,3.36,6.55,0.177,2.45,7.4,Acceptable
3.12,4.52,6.585,0.155,2.45,7.53,Acceptable
3.41,10.3,6.339,0.21,4.17,7.59,Acceptable
6.64,1.53,6.552,0.152,2.75,8.64,Acceptable
2.1,0.36,6.712,0.125,1.84,10.0,Acceptable
9.49,14.46,6.063,0.273,5.26,5.37,Spoiled
7.96,12.39,6.261,0.254,4.6,5.78,Spoiled
8.04,11.76,6.209,0.246,4.41,5.24,Spoiled
5.35,0.94,6.66,0.137,2.58,9.47,Acceptable
6.39,3.09,6.525,0.153,3.34,8.24,Acceptable
4.33,13.91,6.251,0.257,4.86,5.21,Spoiled
9.44,9.8,6.261,0.241,4.13,6.01,Spoiled
8.47,1.83,6.529,0.168,2.87,8.16,Acceptable
3.45,6.14,6.517,0.178,3.57,8.38,Acceptable
4.78,0.02,6.668,0.142,1.86,7.87,Acceptable
7.94,8.66,6.357,0.205,4.14,6.8,Acceptable
2.09,5.52,6.515,0.181,2.7,8.65,Acceptable
8.95,2.4,6.519,0.17,2.95,8.71,Acceptable
3.98,2.27,6.67,0.138,2.24,9.13,Acceptable
9.15,4.75,6.457,0.197,3.58,7.48,Acceptable
8.15,0.75,6.669,0.16,2.27,8.76,Acceptable
9.43,7.22,6.271,0.205,3.6,6.17,Acceptable
5.27,10.31,6.243,0.224,3.82,6.98,Spoiled
3.45,2.1,6.638,0.14,2.15,9.94,Acceptable
9.12,10.94,6.219,0.241,4.47,6.52,Spoiled
9.89,1.31,6.51,0.154,2.85,8.8,Acceptable
6.83,13.2,6.203,0.238,4.96,5.59,Spoiled
9.18,13.11,6.193,0.267,5.35,5.84,Spoiled
4.95,10.02,6.336,0.223,3.79,7.55,Spoiled
6.45,14.07,6.179,0.254,4.84,5.0,Spoiled
4.79,4.95,6.558,0.157,2.77,8.05,Acceptable
2.04,12.1,6.248,0.213,4.12,7.69,Spoiled
6.2,13.47,6.129,0.267,4.63,5.31,Spoiled
8.89,8.04,6.382,0.229,4.03,7.25,Spoiled
6.33,14.34,6.161,0.271,4.82,4.97,Spoiled
4.67,4.14,6.575,0.175,3.09,8.31,Acceptable
8.26,7.44,6.321,0.215,3.74,6.81,Acceptable
2.74,2.62,6.606,0.149,2.66,9.4,Acceptable
6.74,10.54,6.226,0.25,4.49,6.66,Spoiled
4.18,11.43,6.261,0.233,4.05,6.79,Spoiled
7.26,14.68,6.131,0.269,4.61,4.83,Spoiled
5.85,10.11,6.288,0.227,4.05,6.32,Spoiled
3.65,12.86,6.289,0.229,4.25,5.76,Spoiled
4.73,5.19,6.522,0.184,3.28,7.49,Acceptable
6.25,11.06,6.325,0.242,4.28,6.65,Spoiled
6.67,14.35,6.129,0.262,5.49,5.01,Spoiled
5.62,8.48,6.416,0.215,3.58,6.31,Acceptable
5.44,4.36,6.494,0.174,2.62,7.34,Acceptable
5.79,8.17,6.35,0.211,3.63,7.04,Acceptable
8.48,13.5,6.116,0.263,4.83,5.16,Spoiled
4.3,13.94,6.188,0.26,4.5,6.01,Spoiled
2.59,3.89,6.633,0.153,2.51,9.26,Acceptable
8.09,4.58,6.509,0.18,2.81,8.44,Acceptable
8.97,7.79,6.349,0.225,3.92,7.21,Spoiled
4.43,9.71,6.334,0.217,4.07,7.41,Acceptable
2.34,4.82,6.576,0.169,2.93,7.95,Acceptable
2.91,1.02,6.611,0.127,1.74,10.0,Acceptable
7.17,6.76,6.444,0.205,3.82,7.0,Acceptable
5.18,0.99,6.615,0.143,2.2,9.14,Acceptable
2.27,10.84,6.356,0.211,3.66,7.22,Acceptable
2.65,0.14,6.715,0.12,1.94,9.4,Acceptable
7.9,6.03,6.419,0.193,3.56,6.6,Acceptable
8.95,4.56,6.451,0.205,3.45,7.85,Acceptable
2.75,9.56,6.399,0.216,3.63,7.23,Acceptable
6.52,0.55,6.61,0.144,2.33,10.0,Acceptable
3.95,0.93,6.629,0.139,1.77,9.92,Acceptable
3.6,4.27,6.545,0.172,3.24,8.75,Acceptable
8.57,12.38,6.139,0.255,5.17,6.14,Spoiled
7.41,12.93,6.117,0.247,4.88,6.53,Spoiled
7.05,9.23,6.384,0.218,4.03,6.64,Acceptable
2.78,10.22,6.332,0.211,3.39,7.81,Acceptable
6.99,1.72,6.606,0.167,2.53,8.86,Acceptable
6.93,7.31,6.343,0.204,3.83,7.0,Acceptable
9.71,0.39,6.516,0.153,2.7,7.94,Acceptable
3.14,6.68,6.428,0.185,2.98,7.83,Acceptable
9.03,11.79,6.195,0.259,4.55,6.58,Spoiled
4.24,11.49,6.299,0.226,3.76,5.51,Spoiled
4.87,8.87,6.332,0.214,3.49,6.98,Acceptable
5.02,12.87,6.316,0.244,4.36,6.36,Spoiled
2.31,11.13,6.307,0.227,4.23,7.19,Spoiled
7.24,12.71,6.205,0.251,4.72,5.76,Spoiled
8.97,3.18,6.517,0.171,2.92,7.95,Acceptable
8.37,5.82,6.389,0.205,3.31,6.38,Acceptable
7.39,0.64,6.662,0.156,2.66,8.13,Acceptable
7.66,12.04,6.242,0.245,4.98,6.37,Spoiled
4.94,9.01,6.385,0.211,3.76,7.18,Acceptable
6.15,6.66,6.447,0.189,3.29,7.71,Acceptable
7.5,1.87,6.595,0.177,2.57,7.94,Acceptable
2.04,10.71,6.382,0.2,3.72,6.06,Acceptable
7.56,1.14,6.548,0.143,2.16,9.34,Acceptable
7.27,11.83,6.271,0.24,4.6,5.25,Spoiled
5.28,0.41,6.704,0.142,2.29,9.6,Acceptable
3.16,3.95,6.565,0.16,2.64,8.97,Acceptable
5.94,6.29,6.382,0.184,2.87,7.85,Acceptable
7.81,7.31,6.382,0.213,3.65,8.01,Acceptable
2.61,10.0,6.357,0.222,4.13,6.7,Spoiled
3.28,3.43,6.624,0.146,2.4,9.34,Acceptable
6.07,5.32,6.451,0.188,2.99,7.59,Acceptable
2.61,1.58,6.649,0.147,2.36,9.01,Acceptable
7.27,6.43,6.458,0.197,3.42,7.78,Acceptable
6.53,9.66,6.298,0.227,4.18,7.07,Spoiled
9.16,13.26,6.133,0.256,5.02,5.14,Spoiled
3.92,4.55,6.576,0.168,2.92,7.58,Acceptable
8.61,0.53,6.593,0.144,2.38,9.29,Acceptable
2.24,13.81,6.217,0.238,4.1,6.47,Spoiled
7.31,3.24,6.527,0.174,3.19,8.28,Acceptable
2.98,12.73,6.319,0.23,4.22,5.82,Spoiled
8.9,6.51,6.386,0.197,3.78,6.91,Acceptable
6.81,9.12,6.268,0.213,3.62,6.49,Acceptable
7.64,9.4,6.281,0.224,4.41,6.38,Spoiled
7.82,14.26,6.169,0.262,5.12,5.29,Spoiled
8.99,11.92,6.169,0.247,4.83,5.88,Spoiled
5.39,8.97,6.373,0.204,3.7,6.79,Acceptable
4.54,3.62,6.522,0.17,2.91,8.42,Acceptable
4.35,2.32,6.628,0.152,2.57,9.57,Acceptable
4.72,7.15,6.442,0.192,3.35,7.77,Acceptable
3.85,12.34,6.256,0.225,4.26,6.98,Spoiled
9.61,14.77,6.039,0.268,5.4,5.23,Spoiled
5.88,6.27,6.516,0.195,2.92,8.24,Acceptable
6.93,3.61,6.571,0.168,3.11,8.38,Acceptable
2.7,14.41,6.207,0.251,4.51,5.47,Spoiled
3.12,1.47,6.657,0.151,2.37,9.91,Acceptable
9.27,0.54,6.606,0.149,2.87,9.12,Acceptable
2.35,4.1,6.585,0.168,2.32,8.5,Acceptable
2.16,12.29,6.356,0.23,4.1,6.4,Spoiled
4.6,8.2,6.368,0.196,3.62,7.77,Acceptable
3.65,3.46,6.597,0.168,2.74,8.48,Acceptable
6.16,6.87,6.419,0.201,3.48,7.18,Acceptable
7.07,4.71,6.483,0.174,2.97,7.83,Acceptable
9.6,6.55,6.447,0.192,3.61,7.11,Acceptable
9.21,3.31,6.472,0.188,3.14,8.3,Acceptable
9.85,5.93,6.3,0.198,3.75,6.98,Acceptable
6.88,1.92,6.571,0.141,2.66,9.05,Acceptable
6.04,11.41,6.247,0.237,4.58,6.73,Spoiled
5.35,8.71,6.409,0.207,3.34,7.0,Acceptable
5.8,0.82,6.57,0.135,1.89,9.79,Acceptable
6.57,11.23,6.244,0.235,4.16,6.01,Spoiled
6.67,5.76,6.439,0.193,3.19,6.82,Acceptable
8.54,13.84,6.168,0.27,4.82,4.57,Spoiled
7.27,7.51,6.377,0.232,3.98,6.77,Spoiled
5.36,5.97,6.422,0.188,3.27,6.88,Acceptable
6.03,4.15,6.558,0.161,2.9,7.94,Acceptable
4.41,9.35,6.416,0.217,4.15,7.5,Acceptable
9.52,13.64,6.153,0.276,5.16,4.97,Spoiled
8.17,13.16,6.11,0.249,4.6,5.84,Spoiled
9.18,2.03,6.516,0.19,3.08,8.34,Acceptable
2.83,6.46,6.562,0.184,2.53,8.01,Acceptable
8.37,12.61,6.163,0.268,4.87,6.22,Spoiled
4.88,10.2,6.304,0.223,4.21,5.97,Spoiled
7.86,6.55,6.437,0.204,3.25,7.1,Acceptable
2.82,8.31,6.492,0.205,3.35,7.66,Acceptable
4.54,8.43,6.367,0.207,3.51,8.11,Acceptable
5.57,3.98,6.537,0.17,3.13,8.19,Acceptable
3.29,4.68,6.615,0.171,2.72,8.9,Acceptable
5.35,5.76,6.521,0.19,3.05,8.28,Acceptable
5.43,0.29,6.643,0.143,2.3,10.0,Acceptable
2.33,12.25,6.274,0.218,3.56,6.27,Acceptable
6.68,4.56,6.502,0.167,3.56,7.87,Acceptable
7.44,0.79,6.612,0.148,2.28,9.26,Acceptable
7.88,2.4,6.616,0.153,2.78,8.16,Acceptable
8.97,9.52,6.237,0.227,4.38,6.5,Spoiled
3.64,10.86,6.293,0.225,3.68,6.37,Spoiled
8.79,3.59,6.48,0.188,3.02,7.07,Acceptable
4.58,8.11,6.427,0.194,3.59,6.99,Acceptable
9.61,7.19,6.369,0.217,4.04,6.59,Acceptable
9.44,7.99,6.339,0.22,4.31,6.96,Spoiled
3.23,8.2,6.442,0.2,3.12,7.82,Acceptable
6.12,9.92,6.303,0.228,4.04,7.27,Spoiled
7.32,14.5,6.1,0.266,4.72,4.95,Spoiled
7.85,0.18,6.645,0.146,2.45,9.38,Acceptable
3.06,14.72,6.195,0.256,4.9,5.42,Spoiled
7.8,13.77,6.12,0.268,4.66,5.03,Spoiled
9.89,5.01,6.399,0.193,3.11,7.19,Acceptable
8.81,14.49,6.16,0.271,5.14,5.16,Spoiled
3.6,7.05,6.433,0.18,3.06,7.73,Acceptable
3.9,12.62,6.211,0.229,4.48,6.0,Spoiled
8.84,13.39,6.087,0.261,5.06,5.6,Spoiled
5.93,13.35,6.236,0.252,4.67,6.11,Spoiled
7.75,9.94,6.271,0.226,4.29,6.56,Spoiled
3.39,11.54,6.264,0.224,4.15,6.51,Spoiled
8.31,7.41,6.375,0.193,3.95,5.79,Acceptable
7.45,13.66,6.146,0.265,4.99,5.37,Spoiled
6.48,14.72,6.132,0.268,4.87,5.43,Spoiled
7.86,13.64,6.099,0.255,4.84,5.19,Spoiled
7.98,2.49,6.512,0.173,3.05,8.5,Acceptable
6.09,8.4,6.394,0.203,4.16,6.81,Acceptable
7.71,11.36,6.236,0.243,4.24,6.13,Spoiled
9.37,12.17,6.189,0.249,4.48,5.81,Spoiled
7.21,5.18,6.476,0.197,3.03,9.0,Acceptable
7.48,13.76,6.183,0.264,4.88,4.91,Spoiled
4.07,1.07,6.667,0.137,2.06,9.04,Acceptable
8.98,0.11,6.623,0.164,2.57,8.67,Acceptable
9.12,12.32,6.179,0.269,4.87,5.38,Spoiled
9.55,6.72,6.302,0.204,3.77,6.43,Acceptable
3.07,6.93,6.459,0.184,3.1,7.68,Acceptable
4.06,3.19,6.564,0.165,2.5,9.01,Acceptable
9.41,6.77,6.373,0.202,3.9,6.54,Acceptable
3.23,0.94,6.64,0.139,2.1,9.27,Acceptable
5.14,7.94,6.367,0.215,3.78,6.85,Acceptable
9.46,5.69,6.359,0.204,3.93,7.71,Acceptable
8.71,6.28,6.394,0.21,3.95,7.5,Acceptable
7.02,7.51,6.454,0.199,3.75,7.53,Acceptable
9.63,12.76,6.157,0.265,4.93,6.0,Spoiled
2.37,14.45,6.272,0.253,4.42,6.34,Spoiled
9.25,8.98,6.286,0.231,4.29,6.94,Spoiled
8.19,7.6,6.342,0.2,4.03,7.41,Acceptable
6.67,2.0,6.573,0.162,2.72,8.82,Acceptable
5.95,8.68,6.37,0.219,3.75,7.49,Acceptable
7.58,10.39,6.269,0.257,4.25,7.02,Spoiled
2.12,6.89,6.519,0.161,3.1,8.16,Acceptable
2.09,2.01,6.688,0.138,2.29,8.9,Acceptable
7.98,8.74,6.319,0.225,4.02,6.38,Spoiled
5.53,7.29,6.471,0.201,3.23,7.58,Acceptable
8.85,2.5,6.626,0.175,2.84,8.23,Acceptable
2.52,11.3,6.361,0.222,4.03,7.0,Spoiled
2.81,9.61,6.293,0.219,3.6,7.04,Acceptable
4.98,12.0,6.264,0.231,4.28,5.85,Spoiled
2.14,0.08,6.746,0.128,1.91,10.0,Acceptable
4.99,9.78,6.303,0.225,4.12,6.75,Spoiled
5.43,2.82,6.535,0.177,2.72,8.66,Acceptable
8.1,8.88,6.309,0.231,4.25,6.74,Spoiled
5.56,7.46,6.428,0.196,3.37,7.19,Acceptable
8.21,3.38,6.527,0.17,2.88,8.52,Acceptable
4.55,0.13,6.703,0.128,2.27,9.23,Acceptable
3.69,10.65,6.335,0.215,3.68,6.49,Acceptable
7.02,2.76,6.53,0.172,2.87,7.93,Acceptable
2.66,14.91,6.161,0.257,4.49,6.01,Spoiled
8.73,7.03,6.432,0.207,3.68,6.46,Acceptable
7.35,4.56,6.446,0.175,3.04,7.74,Acceptable
2.2,1.28,6.66,0.131,2.08,9.32,Acceptable
5.39,13.98,6.149,0.26,4.83,6.13,Spoiled
5.11,14.37,6.184,0.25,4.83,5.54,Spoiled
4.48,13.59,6.177,0.245,4.63,5.64,Spoiled
3.87,13.59,6.224,0.247,4.27,6.47,Spoiled
8.14,7.84,6.375,0.209,3.89,6.98,Acceptable
4.06,13.33,6.252,0.218,4.42,5.57,Acceptable
7.13,1.06,6.592,0.155,2.28,9.08,Acceptable
7.14,14.49,6.081,0.26,4.79,5.72,Spoiled
9.54,13.91,6.094,0.272,4.69,4.56,Spoiled
6.23,1.66,6.622,0.145,2.4,8.35,Acceptable
2.98,10.64,6.282,0.222,3.65,7.32,Spoiled
6.54,7.15,6.41,0.201,3.13,7.7,Acceptable
8.36,4.59,6.474,0.192,3.73,7.95,Acceptable
8.52,4.46,6.437,0.188,3.37,7.88,Acceptable
4.29,1.0,6.624,0.147,2.15,9.05,Acceptable
